,property_id,check_in_date,room_category,successful_bookings,capacity,occupancy_percentage %
7188,17563,11-Jul-22,RT4,11,19.0,57.89
7189,19562,11-Jul-22,RT4,10,14.0,71.43
7190,17559,11-Jul-22,RT4,9,14.0,64.29
7191,18558,11-Jul-22,RT4,10,20.0,50.0
7192,18562,11-Jul-22,RT4,13,20.0,65.0
7193,18563,11-Jul-22,RT4,9,18.0,50.0
7194,16563,11-Jul-22,RT4,10,18.0,55.56
7195,16559,11-Jul-22,RT4,11,18.0,61.11
7196,17558,11-Jul-22,RT4,3,6.0,50.0
7197,17562,11-Jul-22,RT4,3,6.0,50.0
7198,19561,11-Jul-22,RT4,3,7.0,42.86
7199,17561,11-Jul-22,RT4,3,4.0,75.0
7200,19563,12-Jul-22,RT3,16,29.0,55.17
7201,16559,12-Jul-22,RT1,19,30.0,63.33
7202,18560,12-Jul-22,RT1,20,30.0,66.67
7203,19562,12-Jul-22,RT1,18,30.0,60.0
7204,19563,12-Jul-22,RT1,15,30.0,50.0
7205,17558,12-Jul-22,RT1,10,19.0,52.63
7206,16558,12-Jul-22,RT1,10,19.0,52.63
7207,17560,12-Jul-22,RT1,19,40.0,47.5
7208,19558,12-Jul-22,RT1,18,40.0,45.0
7209,19560,12-Jul-22,RT1,15,26.0,57.69
7210,17561,12-Jul-22,RT1,17,26.0,65.38
7211,16560,12-Jul-22,RT1,20,34.0,58.82
7212,16561,12-Jul-22,RT1,10,18.0,55.56
7213,16562,12-Jul-22,RT1,16,31.0,51.61
7214,16563,12-Jul-22,RT1,25,41.0,60.98
7215,17559,12-Jul-22,RT1,21,32.0,65.62
7216,17562,12-Jul-22,RT1,7,20.0,35.0
7217,17563,12-Jul-22,RT1,17,25.0,68.0
7218,18558,12-Jul-22,RT1,8,15.0,53.33
7219,18559,12-Jul-22,RT1,19,42.0,45.24
7220,18561,12-Jul-22,RT1,21,33.0,63.64
7221,18562,12-Jul-22,RT1,25,38.0,65.79
7222,18563,12-Jul-22,RT1,14,27.0,51.85
7223,19559,12-Jul-22,RT1,11,24.0,45.83
7224,19561,12-Jul-22,RT1,18,36.0,50.0
7225,17564,12-Jul-22,RT1,5,16.0,31.25
7226,19562,12-Jul-22,RT2,15,23.0,65.22
7227,18563,12-Jul-22,RT2,14,29.0,48.28
7228,17561,12-Jul-22,RT2,22,36.0,61.11
7229,17558,12-Jul-22,RT2,27,50.0,54.0
7230,16562,12-Jul-22,RT2,22,43.0,51.16
7231,16561,12-Jul-22,RT2,16,24.0,66.67
7232,16558,12-Jul-22,RT2,13,22.0,59.09
7233,19560,12-Jul-22,RT2,22,38.0,57.89
7234,16563,12-Jul-22,RT2,25,38.0,65.79
7235,16559,12-Jul-22,RT2,26,41.0,63.41
7236,19559,12-Jul-22,RT2,19,41.0,46.34
7237,19558,12-Jul-22,RT2,18,39.0,46.15
7238,17559,12-Jul-22,RT2,25,39.0,64.1
7239,16560,12-Jul-22,RT2,17,34.0,50.0
7240,18562,12-Jul-22,RT2,17,34.0,50.0
7241,18559,12-Jul-22,RT2,18,44.0,40.91
7242,17563,12-Jul-22,RT2,29,44.0,65.91
7243,17562,12-Jul-22,RT2,12,30.0,40.0
7244,18558,12-Jul-22,RT2,15,30.0,50.0
7245,17564,12-Jul-22,RT2,17,40.0,42.5
7246,18561,12-Jul-22,RT2,23,40.0,57.5
7247,18560,12-Jul-22,RT2,26,40.0,65.0
7248,17560,12-Jul-22,RT2,22,45.0,48.89
7249,19561,12-Jul-22,RT2,22,45.0,48.89
7250,19563,12-Jul-22,RT2,22,45.0,48.89
7251,19562,12-Jul-22,RT3,18,29.0,62.07
7252,19561,12-Jul-22,RT3,14,29.0,48.28
7253,18562,12-Jul-22,RT3,20,29.0,68.97
7254,17558,12-Jul-22,RT3,14,27.0,51.85
7255,17562,12-Jul-22,RT3,10,27.0,37.04
7256,19559,12-Jul-22,RT3,15,27.0,55.56
7257,16559,12-Jul-22,RT3,19,32.0,59.38
7258,16558,12-Jul-22,RT3,5,8.0,62.5
7259,18561,12-Jul-22,RT3,17,25.0,68.0
7260,18560,12-Jul-22,RT3,16,24.0,66.67
7261,19558,12-Jul-22,RT3,8,21.0,38.1
7262,16561,12-Jul-22,RT3,13,21.0,61.9
7263,16563,12-Jul-22,RT3,13,20.0,65.0
7264,19560,12-Jul-22,RT3,13,19.0,68.42
7265,18558,12-Jul-22,RT3,14,26.0,53.85
7266,16562,12-Jul-22,RT3,9,18.0,50.0
7267,17564,12-Jul-22,RT3,9,24.0,37.5
7268,16560,12-Jul-22,RT3,10,20.0,50.0
7269,18559,12-Jul-22,RT3,10,23.0,43.48
7270,17560,12-Jul-22,RT3,12,25.0,48.0
7271,18563,12-Jul-22,RT3,12,23.0,52.17
7272,17559,12-Jul-22,RT3,11,16.0,68.75
7273,17561,12-Jul-22,RT3,11,19.0,57.89
7274,17563,12-Jul-22,RT3,11,16.0,68.75
7275,19559,12-Jul-22,RT4,2,3.0,66.67
7276,16558,12-Jul-22,RT4,2,3.0,66.67
7277,19558,12-Jul-22,RT4,4,7.0,57.14
7278,19561,12-Jul-22,RT4,4,7.0,57.14
7279,18561,12-Jul-22,RT4,5,9.0,55.56
7280,16561,12-Jul-22,RT4,6,10.0,60.0
7281,17560,12-Jul-22,RT4,7,13.0,53.85
7282,17564,12-Jul-22,RT4,7,17.0,41.18
7283,18560,12-Jul-22,RT4,10,15.0,66.67
7284,19560,12-Jul-22,RT4,10,16.0,62.5
7285,18559,12-Jul-22,RT4,8,19.0,42.11
7286,17563,12-Jul-22,RT4,12,19.0,63.16
7287,19562,12-Jul-22,RT4,8,14.0,57.14
7288,17559,12-Jul-22,RT4,9,14.0,64.29
7289,18558,12-Jul-22,RT4,10,20.0,50.0
7290,18562,12-Jul-22,RT4,13,20.0,65.0
7291,18563,12-Jul-22,RT4,8,18.0,44.44
7292,16563,12-Jul-22,RT4,11,18.0,61.11
7293,16559,12-Jul-22,RT4,12,18.0,66.67
7294,16562,12-Jul-22,RT4,3,6.0,50.0
7295,17558,12-Jul-22,RT4,3,6.0,50.0
7296,17562,12-Jul-22,RT4,3,6.0,50.0
7297,19563,12-Jul-22,RT4,3,6.0,50.0
7298,16560,12-Jul-22,RT4,3,7.0,42.86
7299,17561,12-Jul-22,RT4,3,4.0,75.0
7300,19563,13-Jul-22,RT3,16,29.0,55.17
7301,18560,13-Jul-22,RT1,19,30.0,63.33
7302,19562,13-Jul-22,RT1,19,30.0,63.33
7303,19563,13-Jul-22,RT1,17,30.0,56.67
7304,17558,13-Jul-22,RT1,11,19.0,57.89
7305,16558,13-Jul-22,RT1,10,19.0,52.63
7306,17560,13-Jul-22,RT1,21,40.0,52.5
7307,19558,13-Jul-22,RT1,17,40.0,42.5
7308,19560,13-Jul-22,RT1,19,26.0,73.08
7309,17561,13-Jul-22,RT1,15,26.0,57.69
7310,16560,13-Jul-22,RT1,19,34.0,55.88
7311,16561,13-Jul-22,RT1,11,18.0,61.11
7312,16562,13-Jul-22,RT1,14,31.0,45.16
7313,16563,13-Jul-22,RT1,27,41.0,65.85
7314,17559,13-Jul-22,RT1,18,32.0,56.25
7315,17562,13-Jul-22,RT1,9,20.0,45.0
7316,17563,13-Jul-22,RT1,16,25.0,64.0
7317,18558,13-Jul-22,RT1,7,15.0,46.67
7318,18559,13-Jul-22,RT1,19,42.0,45.24
7319,18561,13-Jul-22,RT1,23,33.0,69.7
7320,18562,13-Jul-22,RT1,26,38.0,68.42
7321,18563,13-Jul-22,RT1,14,27.0,51.85
7322,19559,13-Jul-22,RT1,12,24.0,50.0
7323,19561,13-Jul-22,RT1,20,36.0,55.56
7324,17564,13-Jul-22,RT1,6,16.0,37.5
7325,19562,13-Jul-22,RT2,13,23.0,56.52
7326,18563,13-Jul-22,RT2,15,29.0,51.72
7327,17561,13-Jul-22,RT2,23,36.0,63.89
7328,17558,13-Jul-22,RT2,26,50.0,52.0
7329,16562,13-Jul-22,RT2,23,43.0,53.49
7330,16561,13-Jul-22,RT2,16,24.0,66.67
7331,16558,13-Jul-22,RT2,12,22.0,54.55
7332,19560,13-Jul-22,RT2,23,38.0,60.53
7333,16563,13-Jul-22,RT2,20,38.0,52.63
7334,16559,13-Jul-22,RT2,27,41.0,65.85
7335,19559,13-Jul-22,RT2,21,41.0,51.22
7336,19558,13-Jul-22,RT2,17,39.0,43.59
7337,17559,13-Jul-22,RT2,26,39.0,66.67
7338,16560,13-Jul-22,RT2,19,34.0,55.88
7339,18562,13-Jul-22,RT2,22,34.0,64.71
7340,18559,13-Jul-22,RT2,18,44.0,40.91
7341,17563,13-Jul-22,RT2,28,44.0,63.64
7342,17562,13-Jul-22,RT2,13,30.0,43.33
7343,18558,13-Jul-22,RT2,18,30.0,60.0
7344,17564,13-Jul-22,RT2,16,40.0,40.0
7345,18561,13-Jul-22,RT2,23,40.0,57.5
7346,18560,13-Jul-22,RT2,27,40.0,67.5
7347,17560,13-Jul-22,RT2,21,45.0,46.67
7348,19561,13-Jul-22,RT2,24,45.0,53.33
7349,19563,13-Jul-22,RT2,22,45.0,48.89
7350,16559,13-Jul-22,RT1,19,30.0,63.33
7351,19562,13-Jul-22,RT3,19,29.0,65.52
7352,19561,13-Jul-22,RT3,14,29.0,48.28
7353,18562,13-Jul-22,RT3,18,29.0,62.07
7354,17558,13-Jul-22,RT3,15,27.0,55.56
7355,17562,13-Jul-22,RT3,11,27.0,40.74
7356,19559,13-Jul-22,RT3,12,27.0,44.44
7357,16559,13-Jul-22,RT3,23,32.0,71.88
7358,16558,13-Jul-22,RT3,6,8.0,75.0
7359,18560,13-Jul-22,RT3,15,24.0,62.5
7360,17563,13-Jul-22,RT3,8,16.0,50.0
7361,19558,13-Jul-22,RT3,8,21.0,38.1
7362,16561,13-Jul-22,RT3,13,21.0,61.9
7363,17560,13-Jul-22,RT3,13,25.0,52.0
7364,18558,13-Jul-22,RT3,13,26.0,50.0
7365,18561,13-Jul-22,RT3,13,25.0,52.0
7366,16560,13-Jul-22,RT3,10,20.0,50.0
7367,17561,13-Jul-22,RT3,10,19.0,52.63
7368,18559,13-Jul-22,RT3,10,23.0,43.48
7369,18563,13-Jul-22,RT3,12,23.0,52.17
7370,19560,13-Jul-22,RT3,12,19.0,63.16
7371,16562,13-Jul-22,RT3,11,18.0,61.11
7372,16563,13-Jul-22,RT3,11,20.0,55.0
7373,17559,13-Jul-22,RT3,11,16.0,68.75
7374,17564,13-Jul-22,RT3,11,24.0,45.83
7375,19559,13-Jul-22,RT4,2,3.0,66.67
7376,16558,13-Jul-22,RT4,2,3.0,66.67
7377,16560,13-Jul-22,RT4,4,7.0,57.14
7378,19561,13-Jul-22,RT4,4,7.0,57.14
7379,18561,13-Jul-22,RT4,5,9.0,55.56
7380,16561,13-Jul-22,RT4,6,10.0,60.0
7381,17560,13-Jul-22,RT4,6,13.0,46.15
7382,17564,13-Jul-22,RT4,6,17.0,35.29
7383,18560,13-Jul-22,RT4,10,15.0,66.67
7384,19560,13-Jul-22,RT4,10,16.0,62.5
7385,18559,13-Jul-22,RT4,8,19.0,42.11
7386,17563,13-Jul-22,RT4,11,19.0,57.89
7387,19562,13-Jul-22,RT4,9,14.0,64.29
7388,17559,13-Jul-22,RT4,9,14.0,64.29
7389,18558,13-Jul-22,RT4,9,20.0,45.0
7390,18562,13-Jul-22,RT4,12,20.0,60.0
7391,18563,13-Jul-22,RT4,9,18.0,50.0
7392,16563,13-Jul-22,RT4,12,18.0,66.67
7393,16559,13-Jul-22,RT4,12,18.0,66.67
7394,16562,13-Jul-22,RT4,3,6.0,50.0
7395,17558,13-Jul-22,RT4,3,6.0,50.0
7396,17562,13-Jul-22,RT4,3,6.0,50.0
7397,19563,13-Jul-22,RT4,3,6.0,50.0
7398,19558,13-Jul-22,RT4,3,7.0,42.86
7399,17561,13-Jul-22,RT4,3,4.0,75.0
7400,16559,14-Jul-22,RT1,21,30.0,70.0
7401,18560,14-Jul-22,RT1,18,30.0,60.0
7402,19562,14-Jul-22,RT1,19,30.0,63.33
7403,19563,14-Jul-22,RT1,15,30.0,50.0
7404,17558,14-Jul-22,RT1,10,19.0,52.63
7405,16558,14-Jul-22,RT1,13,19.0,68.42
7406,17560,14-Jul-22,RT1,22,40.0,55.0
7407,19558,14-Jul-22,RT1,18,40.0,45.0
7408,19560,14-Jul-22,RT1,17,26.0,65.38
7409,17561,14-Jul-22,RT1,17,26.0,65.38
7410,16560,14-Jul-22,RT1,19,34.0,55.88
7411,16561,14-Jul-22,RT1,10,18.0,55.56
7412,16562,14-Jul-22,RT1,15,31.0,48.39
7413,16563,14-Jul-22,RT1,25,41.0,60.98
7414,17559,14-Jul-22,RT1,19,32.0,59.38
7415,17562,14-Jul-22,RT1,10,20.0,50.0
7416,17563,14-Jul-22,RT1,16,25.0,64.0
7417,18558,14-Jul-22,RT1,8,15.0,53.33
7418,18559,14-Jul-22,RT1,19,42.0,45.24
7419,18561,14-Jul-22,RT1,18,33.0,54.55
7420,18562,14-Jul-22,RT1,26,38.0,68.42
7421,18563,14-Jul-22,RT1,13,27.0,48.15
7422,19559,14-Jul-22,RT1,13,24.0,54.17
7423,19561,14-Jul-22,RT1,19,36.0,52.78
7424,17564,14-Jul-22,RT1,6,16.0,37.5
7425,19562,14-Jul-22,RT2,16,23.0,69.57
7426,18563,14-Jul-22,RT2,15,29.0,51.72
7427,17561,14-Jul-22,RT2,24,36.0,66.67
7428,17558,14-Jul-22,RT2,25,50.0,50.0
7429,16562,14-Jul-22,RT2,20,43.0,46.51
7430,16561,14-Jul-22,RT2,14,24.0,58.33
7431,16558,14-Jul-22,RT2,14,22.0,63.64
7432,19560,14-Jul-22,RT2,25,38.0,65.79
7433,16563,14-Jul-22,RT2,26,38.0,68.42
7434,16559,14-Jul-22,RT2,23,41.0,56.1
7435,19559,14-Jul-22,RT2,23,41.0,56.1
7436,19558,14-Jul-22,RT2,17,39.0,43.59
7437,17559,14-Jul-22,RT2,23,39.0,58.97
7438,16560,14-Jul-22,RT2,16,34.0,47.06
7439,18562,14-Jul-22,RT2,24,34.0,70.59
7440,18559,14-Jul-22,RT2,17,44.0,38.64
7441,17563,14-Jul-22,RT2,31,44.0,70.45
7442,17562,14-Jul-22,RT2,12,30.0,40.0
7443,18558,14-Jul-22,RT2,16,30.0,53.33
7444,17564,14-Jul-22,RT2,19,40.0,47.5
7445,18561,14-Jul-22,RT2,26,40.0,65.0
7446,18560,14-Jul-22,RT2,23,40.0,57.5
7447,17560,14-Jul-22,RT2,26,45.0,57.78
7448,19561,14-Jul-22,RT2,24,45.0,53.33
7449,19563,14-Jul-22,RT2,25,45.0,55.56
7450,19563,14-Jul-22,RT3,14,29.0,48.28
7451,19562,14-Jul-22,RT3,19,29.0,65.52
7452,19561,14-Jul-22,RT3,15,29.0,51.72
7453,18562,14-Jul-22,RT3,20,29.0,68.97
7454,17558,14-Jul-22,RT3,15,27.0,55.56
7455,17562,14-Jul-22,RT3,12,27.0,44.44
7456,19559,14-Jul-22,RT3,15,27.0,55.56
7457,16559,14-Jul-22,RT3,20,32.0,62.5
7458,16558,14-Jul-22,RT3,5,8.0,62.5
7459,18561,14-Jul-22,RT3,15,25.0,60.0
7460,16561,14-Jul-22,RT3,15,21.0,71.43
7461,19558,14-Jul-22,RT3,8,21.0,38.1
7462,18558,14-Jul-22,RT3,13,26.0,50.0
7463,18560,14-Jul-22,RT3,13,24.0,54.17
7464,17560,14-Jul-22,RT3,14,25.0,56.0
7465,17561,14-Jul-22,RT3,14,19.0,73.68
7466,16562,14-Jul-22,RT3,9,18.0,50.0
7467,17559,14-Jul-22,RT3,9,16.0,56.25
7468,17563,14-Jul-22,RT3,9,16.0,56.25
7469,18559,14-Jul-22,RT3,9,23.0,39.13
7470,16560,14-Jul-22,RT3,10,20.0,50.0
7471,17564,14-Jul-22,RT3,10,24.0,41.67
7472,16563,14-Jul-22,RT3,12,20.0,60.0
7473,18563,14-Jul-22,RT3,12,23.0,52.17
7474,19560,14-Jul-22,RT3,11,19.0,57.89
7475,19559,14-Jul-22,RT4,2,3.0,66.67
7476,16558,14-Jul-22,RT4,2,3.0,66.67
7477,16560,14-Jul-22,RT4,4,7.0,57.14
7478,19561,14-Jul-22,RT4,4,7.0,57.14
7479,16561,14-Jul-22,RT4,6,10.0,60.0
7480,17560,14-Jul-22,RT4,6,13.0,46.15
7481,18561,14-Jul-22,RT4,6,9.0,66.67
7482,17564,14-Jul-22,RT4,7,17.0,41.18
7483,18560,14-Jul-22,RT4,9,15.0,60.0
7484,19560,14-Jul-22,RT4,10,16.0,62.5
7485,18559,14-Jul-22,RT4,7,19.0,36.84
7486,17563,14-Jul-22,RT4,12,19.0,63.16
7487,19562,14-Jul-22,RT4,10,14.0,71.43
7488,17559,14-Jul-22,RT4,10,14.0,71.43
7489,18558,14-Jul-22,RT4,10,20.0,50.0
7490,18562,14-Jul-22,RT4,12,20.0,60.0
7491,18563,14-Jul-22,RT4,10,18.0,55.56
7492,16563,14-Jul-22,RT4,11,18.0,61.11
7493,16559,14-Jul-22,RT4,12,18.0,66.67
7494,16562,14-Jul-22,RT4,3,6.0,50.0
7495,17558,14-Jul-22,RT4,3,6.0,50.0
7496,17562,14-Jul-22,RT4,3,6.0,50.0
7497,19563,14-Jul-22,RT4,3,6.0,50.0
7498,19558,14-Jul-22,RT4,3,7.0,42.86
7499,17561,14-Jul-22,RT4,3,4.0,75.0
7500,16559,15-Jul-22,RT1,18,30.0,60.0
7501,18560,15-Jul-22,RT1,21,30.0,70.0
7502,19562,15-Jul-22,RT1,20,30.0,66.67
7503,19563,15-Jul-22,RT1,17,30.0,56.67
7504,17558,15-Jul-22,RT1,9,19.0,47.37
7505,16558,15-Jul-22,RT1,11,19.0,57.89
7506,17560,15-Jul-22,RT1,21,40.0,52.5
7507,19558,15-Jul-22,RT1,15,40.0,37.5
7508,19560,15-Jul-22,RT1,17,26.0,65.38
7509,17561,15-Jul-22,RT1,15,26.0,57.69
7510,16560,15-Jul-22,RT1,18,34.0,52.94
7511,16561,15-Jul-22,RT1,13,18.0,72.22
7512,16562,15-Jul-22,RT1,14,31.0,45.16
7513,16563,15-Jul-22,RT1,23,41.0,56.1
7514,17559,15-Jul-22,RT1,19,32.0,59.38
7515,17562,15-Jul-22,RT1,8,20.0,40.0
7516,17563,15-Jul-22,RT1,15,25.0,60.0
7517,18558,15-Jul-22,RT1,8,15.0,53.33
7518,18559,15-Jul-22,RT1,17,42.0,40.48
7519,18561,15-Jul-22,RT1,22,33.0,66.67
7520,18562,15-Jul-22,RT1,20,38.0,52.63
7521,18563,15-Jul-22,RT1,15,27.0,55.56
7522,19559,15-Jul-22,RT1,12,24.0,50.0
7523,19561,15-Jul-22,RT1,19,36.0,52.78
7524,17564,15-Jul-22,RT1,7,16.0,43.75
7525,19562,15-Jul-22,RT2,14,23.0,60.87
7526,18563,15-Jul-22,RT2,14,29.0,48.28
7527,17561,15-Jul-22,RT2,23,36.0,63.89
7528,17558,15-Jul-22,RT2,28,50.0,56.0
7529,16562,15-Jul-22,RT2,22,43.0,51.16
7530,16561,15-Jul-22,RT2,16,24.0,66.67
7531,16558,15-Jul-22,RT2,13,22.0,59.09
7532,19560,15-Jul-22,RT2,25,38.0,65.79
7533,16563,15-Jul-22,RT2,25,38.0,65.79
7534,16559,15-Jul-22,RT2,28,41.0,68.29
7535,19559,15-Jul-22,RT2,19,41.0,46.34
7536,19558,15-Jul-22,RT2,18,39.0,46.15
7537,17559,15-Jul-22,RT2,21,39.0,53.85
7538,16560,15-Jul-22,RT2,17,34.0,50.0
7539,18562,15-Jul-22,RT2,20,34.0,58.82
7540,18559,15-Jul-22,RT2,20,44.0,45.45
7541,17563,15-Jul-22,RT2,29,44.0,65.91
7542,17562,15-Jul-22,RT2,13,30.0,43.33
7543,18558,15-Jul-22,RT2,15,30.0,50.0
7544,17564,15-Jul-22,RT2,17,40.0,42.5
7545,18561,15-Jul-22,RT2,25,40.0,62.5
7546,18560,15-Jul-22,RT2,25,40.0,62.5
7547,17560,15-Jul-22,RT2,23,45.0,51.11
7548,19561,15-Jul-22,RT2,20,45.0,44.44
7549,19563,15-Jul-22,RT2,20,45.0,44.44
7550,19563,15-Jul-22,RT3,13,29.0,44.83
7551,19562,15-Jul-22,RT3,21,29.0,72.41
7552,19561,15-Jul-22,RT3,13,29.0,44.83
7553,18562,15-Jul-22,RT3,19,29.0,65.52
7554,17558,15-Jul-22,RT3,13,27.0,48.15
7555,17562,15-Jul-22,RT3,12,27.0,44.44
7556,19559,15-Jul-22,RT3,13,27.0,48.15
7557,16559,15-Jul-22,RT3,19,32.0,59.38
7558,16558,15-Jul-22,RT3,5,8.0,62.5
7559,19558,15-Jul-22,RT3,8,21.0,38.1
7560,16561,15-Jul-22,RT3,13,21.0,61.9
7561,18558,15-Jul-22,RT3,14,26.0,53.85
7562,18560,15-Jul-22,RT3,14,24.0,58.33
7563,18561,15-Jul-22,RT3,14,25.0,56.0
7564,16562,15-Jul-22,RT3,9,18.0,50.0
7565,17559,15-Jul-22,RT3,10,16.0,62.5
7566,17563,15-Jul-22,RT3,10,16.0,62.5
7567,16563,15-Jul-22,RT3,12,20.0,60.0
7568,17560,15-Jul-22,RT3,12,25.0,48.0
7569,17561,15-Jul-22,RT3,12,19.0,63.16
7570,16560,15-Jul-22,RT3,11,20.0,55.0
7571,18559,15-Jul-22,RT3,11,23.0,47.83
7572,18563,15-Jul-22,RT3,11,23.0,47.83
7573,19560,15-Jul-22,RT3,11,19.0,57.89
7574,17564,15-Jul-22,RT3,11,24.0,45.83
7575,19559,15-Jul-22,RT4,2,3.0,66.67
7576,16558,15-Jul-22,RT4,2,3.0,66.67
7577,16562,15-Jul-22,RT4,4,6.0,66.67
7578,17558,15-Jul-22,RT4,4,6.0,66.67
7579,19563,15-Jul-22,RT4,4,6.0,66.67
7580,19561,15-Jul-22,RT4,4,7.0,57.14
7581,16561,15-Jul-22,RT4,5,10.0,50.0
7582,18561,15-Jul-22,RT4,5,9.0,55.56
7583,17560,15-Jul-22,RT4,6,13.0,46.15
7584,17564,15-Jul-22,RT4,8,17.0,47.06
7585,18560,15-Jul-22,RT4,11,15.0,73.33
7586,19560,15-Jul-22,RT4,9,16.0,56.25
7587,18559,15-Jul-22,RT4,9,19.0,47.37
7588,17563,15-Jul-22,RT4,13,19.0,68.42
7589,19562,15-Jul-22,RT4,9,14.0,64.29
7590,17559,15-Jul-22,RT4,9,14.0,64.29
7591,18558,15-Jul-22,RT4,10,20.0,50.0
7592,18562,15-Jul-22,RT4,13,20.0,65.0
7593,18563,15-Jul-22,RT4,9,18.0,50.0
7594,16563,15-Jul-22,RT4,13,18.0,72.22
7595,16559,15-Jul-22,RT4,9,18.0,50.0
7596,17562,15-Jul-22,RT4,3,6.0,50.0
7597,16560,15-Jul-22,RT4,3,7.0,42.86
7598,19558,15-Jul-22,RT4,3,7.0,42.86
7599,17561,15-Jul-22,RT4,3,4.0,75.0
7600,19563,16-Jul-22,RT3,21,29.0,72.41
7601,18560,16-Jul-22,RT1,25,30.0,83.33
7602,19562,16-Jul-22,RT1,28,30.0,93.33
7603,19563,16-Jul-22,RT1,21,30.0,70.0
7604,17558,16-Jul-22,RT1,14,19.0,73.68
7605,16558,16-Jul-22,RT1,16,19.0,84.21
7606,17560,16-Jul-22,RT1,31,40.0,77.5
7607,19558,16-Jul-22,RT1,24,40.0,60.0
7608,19560,16-Jul-22,RT1,25,26.0,96.15
7609,17561,16-Jul-22,RT1,25,26.0,96.15
7610,16560,16-Jul-22,RT1,25,34.0,73.53
7611,16561,16-Jul-22,RT1,17,18.0,94.44
7612,16562,16-Jul-22,RT1,22,31.0,70.97
7613,16563,16-Jul-22,RT1,34,41.0,82.93
7614,17559,16-Jul-22,RT1,29,32.0,90.62
7615,17562,16-Jul-22,RT1,13,20.0,65.0
7616,17563,16-Jul-22,RT1,21,25.0,84.0
7617,18558,16-Jul-22,RT1,11,15.0,73.33
7618,18559,16-Jul-22,RT1,25,42.0,59.52
7619,18561,16-Jul-22,RT1,29,33.0,87.88
7620,18562,16-Jul-22,RT1,35,38.0,92.11
7621,18563,16-Jul-22,RT1,19,27.0,70.37
7622,19559,16-Jul-22,RT1,18,24.0,75.0
7623,19561,16-Jul-22,RT1,27,36.0,75.0
7624,17564,16-Jul-22,RT1,11,16.0,68.75
7625,19562,16-Jul-22,RT2,22,23.0,95.65
7626,18563,16-Jul-22,RT2,22,29.0,75.86
7627,17561,16-Jul-22,RT2,33,36.0,91.67
7628,17558,16-Jul-22,RT2,36,50.0,72.0
7629,16562,16-Jul-22,RT2,33,43.0,76.74
7630,16561,16-Jul-22,RT2,20,24.0,83.33
7631,16558,16-Jul-22,RT2,20,22.0,90.91
7632,19560,16-Jul-22,RT2,36,38.0,94.74
7633,16563,16-Jul-22,RT2,37,38.0,97.37
7634,16559,16-Jul-22,RT2,39,41.0,95.12
7635,19559,16-Jul-22,RT2,28,41.0,68.29
7636,19558,16-Jul-22,RT2,26,39.0,66.67
7637,17559,16-Jul-22,RT2,35,39.0,89.74
7638,16560,16-Jul-22,RT2,24,34.0,70.59
7639,18562,16-Jul-22,RT2,30,34.0,88.24
7640,18559,16-Jul-22,RT2,28,44.0,63.64
7641,17563,16-Jul-22,RT2,38,44.0,86.36
7642,17562,16-Jul-22,RT2,19,30.0,63.33
7643,18558,16-Jul-22,RT2,22,30.0,73.33
7644,17564,16-Jul-22,RT2,26,40.0,65.0
7645,18561,16-Jul-22,RT2,38,40.0,95.0
7646,18560,16-Jul-22,RT2,34,40.0,85.0
7647,17560,16-Jul-22,RT2,35,45.0,77.78
7648,19561,16-Jul-22,RT2,31,45.0,68.89
7649,19563,16-Jul-22,RT2,32,45.0,71.11
7650,16559,16-Jul-22,RT1,29,30.0,96.67
7651,19562,16-Jul-22,RT3,25,29.0,86.21
7652,19561,16-Jul-22,RT3,22,29.0,75.86
7653,18562,16-Jul-22,RT3,26,29.0,89.66
7654,17558,16-Jul-22,RT3,21,27.0,77.78
7655,17562,16-Jul-22,RT3,17,27.0,62.96
7656,19559,16-Jul-22,RT3,21,27.0,77.78
7657,16559,16-Jul-22,RT3,29,32.0,90.62
7658,17560,16-Jul-22,RT3,19,25.0,76.0
7659,18561,16-Jul-22,RT3,24,25.0,96.0
7660,16561,16-Jul-22,RT3,19,21.0,90.48
7661,16563,16-Jul-22,RT3,17,20.0,85.0
7662,17561,16-Jul-22,RT3,19,19.0,100.0
7663,18558,16-Jul-22,RT3,20,26.0,76.92
7664,18560,16-Jul-22,RT3,21,24.0,87.5
7665,18563,16-Jul-22,RT3,17,23.0,73.91
7666,19560,16-Jul-22,RT3,16,19.0,84.21
7667,16560,16-Jul-22,RT3,15,20.0,75.0
7668,17559,16-Jul-22,RT3,15,16.0,93.75
7669,18559,16-Jul-22,RT3,15,23.0,65.22
7670,16558,16-Jul-22,RT3,8,8.0,100.0
7671,16562,16-Jul-22,RT3,13,18.0,72.22
7672,17563,16-Jul-22,RT3,14,16.0,87.5
7673,17564,16-Jul-22,RT3,14,24.0,58.33
7674,19558,16-Jul-22,RT3,12,21.0,57.14
7675,19559,16-Jul-22,RT4,2,3.0,66.67
7676,16562,16-Jul-22,RT4,4,6.0,66.67
7677,17562,16-Jul-22,RT4,4,6.0,66.67
7678,17561,16-Jul-22,RT4,4,4.0,100.0
7679,16560,16-Jul-22,RT4,5,7.0,71.43
7680,17558,16-Jul-22,RT4,5,6.0,83.33
7681,19558,16-Jul-22,RT4,5,7.0,71.43
7682,19563,16-Jul-22,RT4,5,6.0,83.33
7683,19561,16-Jul-22,RT4,6,7.0,85.71
7684,16561,16-Jul-22,RT4,10,10.0,100.0
7685,17560,16-Jul-22,RT4,10,13.0,76.92
